Id,SalePrice
1461,130475.72062057849
1462,156382.93803576197
1463,189440.32645387782
1464,196427.967730364
1465,201161.00582873277
1466,173668.14966616538
1467,166798.86079334313
1468,164830.27365861853
1469,175310.07613061732
1470,125049.70431282868
1471,214655.2884456748
1472,93380.15510876215
1473,98449.99805921981
1474,164925.01771164857
1475,134185.98293454625
1476,361031.4889388089
1477,245727.0154315153
1478,287485.3065661369
1479,239171.84583142694
1480,474518.1469869075
1481,301914.3271950397
1482,207009.2785191782
1483,173105.0757090781
1484,177842.5005693657
1485,175330.27350188943
1486,192828.15112271818
1487,324740.8061531012
1488,225318.07918642127
1489,209839.25589269324
1490,209272.79033677033
1491,185447.08068048462
1492,95857.63353085378
1493,177460.95847358796
1494,307235.0923052781
1495,296484.5470448114
1496,228921.5840838765
1497,181422.40972618063
1498,168866.2870008543
1499,170447.74494016374
1500,152744.433546588
1501,181008.19082317103
1502,163589.17332187877
1503,296817.6967360658
1504,226913.31410098355
1505,221866.08713228034
1506,175886.83748008625
1507,215997.19137670062
1508,192805.1818294107
1509,165294.28245017005
1510,142642.211320697
1511,143030.75558188304
1512,174987.46821843408
1513,140277.43856097065
1514,182136.68532499677
1515,195791.78934442843
1516,161774.2377205581
1517,157855.70699181056
1518,131813.19919189988
1519,227109.88094169772
1520,136395.99322774325
1521,136422.78797727398
1522,165994.92761099638
1523,109827.79950039969
1524,122727.96263891557
1525,126103.35902353705
1526,117561.99965100789
1527,101192.60067950367
1528,126700.31229767285
1529,144550.9680728381
1530,177893.16694358623
1531,101236.14364822213
1532,101501.01524993504
1533,151872.66283062496
1534,116635.17817401704
1535,164102.05938387572
1536,111920.26155466259
1537,78841.86527447935
1538,180981.40274900277
1539,206104.8068702554
1540,110983.99985954157
1541,140472.4383219588
1542,149161.71824729495
1543,226791.55899986674
1544,94163.20828659578
1545,102485.83535422508
1546,125746.51238094758
1547,132057.92191568896
1548,131863.4346267551
1549,112764.189512353
1550,140023.56236281965
1551,111279.80772121482
1552,132458.3451200031
1553,151509.52566586703
1554,103735.98124955098
1555,173602.00319541342
1556,93823.0600645096
1557,121867.52855243428
1558,95061.30372109154
1559,115168.14550945992
1560,144968.7696267539
1561,170965.84967948514
1562,132646.24564123174
1563,120520.27734409334
1564,154030.47113733127
1565,146595.1957314993
1566,233793.28868663366
1567,74683.74468498894
1568,226989.7904518974
1569,158220.4888295127
1570,138912.0440656557
1571,137188.33032072644
1572,152372.03748557885
1573,245867.45697348396
1574,120578.22435197458
1575,218375.10590815992
1576,228444.3626258553
1577,193620.68743926214
1578,140483.4659080087
1579,150218.1844457493
1580,183467.13352820225
1581,149753.9628454848
1582,129476.642027339
1583,338113.42731122626
1584,229048.65900989642
1585,142102.13010527537
1586,83953.33189320745
1587,93845.59420807828
1588,147059.07606495885
1589,104834.2115968023
1590,139203.45653055704
1591,100614.53427460406
1592,123816.18393923352
1593,131631.94812113317
1594,132528.29664138766
1595,115483.16843159305
1596,237699.55584142313
1597,182778.43397619398
1598,201501.79172989412
1599,200273.355736636
1600,193684.76582771682
1601,90331.07955802964
1602,108136.9450451344
1603,95173.72596008009
1604,287402.1545705982
1605,237288.9054175174
1606,168350.7973185026
1607,153598.39202727913
1608,219341.92237348098
1609,192152.1588061575
1610,147929.27958087638
1611,139598.815189999
1612,167476.310891086
1613,159530.4865914256
1614,123200.6410118501
1615,90199.81228067182
1616,74224.23962399863
1617,93598.18012197304
1618,126114.93164897719
1619,130455.73176412714
1620,159799.02266753305
1621,124945.54499567987
1622,151682.18631277865
1623,294530.69338108186
1624,213012.2781886491
1625,126344.26984987801
1626,168906.29656938696
1627,192706.92633113678
1628,271244.57198389975
1629,176729.90610746192
1630,361730.6952312336
1631,220981.0671162503
1632,233011.89601992065
1633,166027.72684851108
1634,187407.73115249502
1635,179932.2913227821
1636,155823.28284376205
1637,168817.0840956016
1638,207942.31526673862
1639,180363.70252010296
1640,256580.91009086117
1641,182794.31565292287
1642,228730.86537779227
1643,216284.17711983612
1644,227043.44941391845
1645,196335.77021981718
1646,155728.1679388619
1647,161339.9274267856
1648,127872.84517786803
1649,137286.3376279766
1650,117325.79827915055
1651,124026.02387174207
1652,96317.05900641478
1653,92290.33104853991
1654,162290.02241604103
1655,158730.30541805632
1656,151428.27600549549
1657,154486.12711883782
1658,152581.26155203392
1659,138110.91485806913
1660,153555.66022105477
1661,427324.7268006418
1662,408461.03686068486
1663,411535.3625617765
1664,462653.6218028622
1665,307137.5619193355
1666,318304.0073280604
1667,390425.25434062927
1668,346758.42605892295
1669,296739.85607476055
1670,349362.79765302915
1671,269769.9665008122
1672,407237.7691052248
1673,292595.1181693624
1674,241381.63665734848
1675,185135.25310040542
1676,191710.86457406296
1677,214591.674695323
1678,419318.1894365927
1679,368265.6429788077
1680,318244.4408518122
1681,260316.4427309539
1682,297381.1475714667
1683,185576.1401716232
1684,170599.78239902438
1685,177353.65275152572
1686,171473.74894941502
1687,165457.2753187608
1688,185872.77534091217
1689,190768.0503656548
1690,188885.97451109605
1691,178490.63011719185
1692,269288.24743653886
1693,167985.52034929465
1694,180130.4228762657
1695,159685.3071530768
1696,270961.45366006467
1697,165078.55834691334
1698,363048.8939037405
1699,309367.0830801957
1700,239574.62562255943
1701,247896.27776264996
1702,256340.68127522402
1703,247188.32680918864
1704,303766.43077575753
1705,234255.9497699389
1706,400993.76574919553
1707,215089.27596679347
1708,214935.3145389986
1709,276505.5256060078
1710,223430.4747658094
1711,248300.54714773604
1712,245652.95348494552
1713,258992.96568530952
1714,223014.55244407078
1715,200830.81793081324
1716,185864.96239589632
1717,181113.35437700807
1718,133863.02862286003
1719,203415.20768577178
1720,242931.12783199316
1721,170525.82834406712
1722,130383.78184735801
1723,158429.74745056222
1724,215388.37870797774
1725,232813.94860261024
1726,187032.85808434
1727,156301.1319956607
1728,180905.01922029574
1729,154817.95985349617
1730,161820.40710162136
1731,125674.50604244546
1732,130856.91788398176
1733,121722.70654611647
1734,127755.85063001575
1735,139712.3873890322
1736,116763.80762666579
1737,335100.3188830925
1738,205884.47634508903
1739,276872.1214878797
1740,225695.34880299406
1741,195831.3894646492
1742,175215.4567996042
1743,177653.05371409043
1744,300183.7981259864
1745,214390.16627296322
1746,243322.5005506916
1747,229796.1371875883
1748,228607.52693459563
1749,150056.58290341028
1750,131088.8134795112
1751,237416.0804396009
1752,122662.58381723528
1753,137111.3473288069
1754,205397.08138319195
1755,165492.26628623222
1756,131323.91628696347
1757,123904.53154459386
1758,138315.61758918792
1759,162424.64970780897
1760,159821.28916213827
1761,134462.27855218918
1762,167674.73531688703
1763,176190.57105408417
1764,117364.68843651381
1765,177315.20140988284
1766,170318.28648033383
1767,215634.0261712452
1768,151879.91406779524
1769,176099.8742289025
1770,148922.61007373565
1771,131602.53017982157
1772,135472.06448402864
1773,135468.6338577129
1774,111574.1059282377
1775,138486.12864925322
1776,123152.52196186864
1777,119771.23591207349
1778,144241.53904913622
1779,113494.86705448272
1780,170824.38450286453
1781,136873.1561230729
1782,95461.79101132228
1783,129314.97683718843
1784,95031.61902494518
1785,125759.6625361976
1786,150242.47224322567
1787,172483.98742804886
1788,69986.9507444043
1789,108648.99623792568
1790,74645.85040335477
1791,196689.6742947786
1792,151405.51579195732
1793,136804.11442786237
1794,149753.39288613547
1795,135819.5442986673
1796,122716.46093381562
1797,121254.6171785345
1798,123950.48915431935
1799,120795.21207079593
1800,128659.43292604384
1801,126243.9284600772
1802,141282.55568096842
1803,147021.7787914344
1804,141058.22625772358
1805,136995.93283397582
1806,110867.57377256255
1807,139641.46893141646
